id,random ID,ResponseType,TrialNumber,Response,Group,Identifier,Points,prev_response,partner_id,partner_prev_response,partner_response,BC,DecisionType,Content,Size,Structure,Run
4,36697.0,hashtag,1,disaster,7.0,h20s1,1.0,nan,2.0,,disaster,B,BN,Hashtag,20,Spatial,1
4,36697.0,hashtag,2,earthquake,10.0,h20s1,0.0,disaster,3.0,disaster,energy,B,BN,Hashtag,20,Spatial,1
4,36697.0,hashtag,3,electricity,2.0,h20s1,0.0,earthquake,6.0,energy,help,B,BN,Hashtag,20,Spatial,1
4,36697.0,hashtag,4,nuclear,10.0,h20s1,0.0,electricity,3.0,help,publicconcern,B,BN,Hashtag,20,Spatial,1
4,36697.0,hashtag,5,casualty,2.0,h20s1,0.0,nuclear,2.0,publicconcern,emergency,B,BN,Hashtag,20,Spatial,1
4,36697.0,hashtag,6,support,6.0,h20s1,0.0,casualty,5.0,emergency,powerplant,B,BN,Hashtag,20,Spatial,1
4,36697.0,hashtag,7,leakage,8.0,h20s1,0.0,support,2.0,powerplant,tsunami,B,BN,Hashtag,20,Spatial,1
4,36697.0,hashtag,8,accident,7.0,h20s1,0.0,leakage,2.0,tsunami,setsuden,B,BN,Hashtag,20,Spatial,1
4,36697.0,hashtag,9,2011,1.0,h20s1,0.0,accident,2.0,setsuden,danger,B,BN,Hashtag,20,Spatial,1
4,36697.0,hashtag,10,risk,1.0,h20s1,0.0,2011,3.0,danger,coastline,B,BN,Hashtag,20,Spatial,1
4,36697.0,hashtag,11,ocean,5.0,h20s1,0.0,risk,2.0,coastline,thyroidcancer,B,BN,Hashtag,20,Spatial,1
4,36697.0,hashtag,12,radiation,10.0,h20s1,0.0,ocean,5.0,thyroidcancer,earthquake,B,BN,Hashtag,20,Spatial,1
4,36697.0,hashtag,13,energy,1.0,h20s1,0.0,radiation,2.0,earthquake,radiation,C,EC,Hashtag,20,Spatial,1
4,36697.0,hashtag,14,energy,9.0,h20s1,0.0,energy,2.0,radiation,saveenergy,C,RS,Hashtag,20,Spatial,1
4,36697.0,hashtag,15,energy,2.0,h20s1,0.0,energy,5.0,saveenergy,earthquake,C,RS,Hashtag,20,Spatial,1
4,36697.0,hashtag,16,energy,7.0,h20s1,0.0,energy,2.0,earthquake,tsunami,C,RS,Hashtag,20,Spatial,1
4,36697.0,hashtag,17,earthquake,9.0,h20s1,0.0,energy,6.0,tsunami,hospital,C,EC,Hashtag,20,Spatial,1
4,36697.0,hashtag,18,help,7.0,h20s1,0.0,earthquake,6.0,hospital,earthquake,C,EC,Hashtag,20,Spatial,1
4,36697.0,hashtag,19,earthquake,5.0,h20s1,0.0,help,5.0,earthquake,tragedy,C,RP,Hashtag,20,Spatial,1
