,alpha,entropy_dist,bn_dist,ec_dist,rs_dist,rp_dist
0,0.0,0.8386290844036861,1.2422459498827016,0.5304815164262047,0.7573905700782216,1.307575403104693
1,0.1,0.7937954453752328,1.171607693581419,0.5436424015725733,0.756879381520775,1.2932099402566952
2,0.2,0.7523089407785165,1.1143063717888235,0.5284552737301641,0.7300227658394361,1.2755399692474911
3,0.30000000000000004,0.7424896405011072,1.0634141708388527,0.5294691604644897,0.7156366408961021,1.2381648241828451
4,0.4,0.747699119042004,1.020294862562119,0.5237549902097763,0.7076243004671976,1.23253750946976
5,0.5,0.7993499333350866,0.9792338967234197,0.527212582851888,0.6985258729962082,1.204589956059913
6,0.6000000000000001,0.7995280425661819,0.9442533439871399,0.5232787086432522,0.7009283286694282,1.2079122465003298
7,0.7000000000000001,0.8386930762284408,0.9143401971911477,0.5131295540551645,0.6917324285989666,1.1874954792513275
8,0.8,0.8546670382365442,0.8801119706695539,0.5232382469444424,0.6968847620879646,1.1675745825370385
9,0.9,0.885689596541991,0.8600527689361982,0.5134768609378624,0.6959816554662555,1.1654897671359916
10,1.0,0.9128004994350153,0.8387646214164953,0.508962356947094,0.7204799859420824,1.1823601542547324
11,1.1,0.96906085754392,0.818517654454277,0.5144420542979016,0.7030853141111538,1.1396127868869248
12,1.2000000000000002,1.009734445499729,0.800004808502252,0.5143326077749845,0.6999806869457715,1.117040012241628
13,1.3,1.022377532692056,0.7837357121378813,0.528672192318387,0.7208278728779817,1.1110171502678825
14,1.4000000000000001,1.0788362456570926,0.7668302999767802,0.5119261994493955,0.7148490125655526,1.0929598583441964
15,1.5,1.083548939075342,0.7539211616655913,0.5184389605746745,0.7326944403550169,1.0899849414293967
16,1.6,1.1453668339581546,0.7469391133973267,0.5077556770131686,0.7434991105365218,1.1049329537219645
17,1.7000000000000002,1.1513600666487478,0.7399710671864461,0.51208454495705,0.7425410034610976,1.068301621875654
18,1.8,1.1690143938544941,0.731934964946218,0.5292583740101958,0.7649445591240418,1.0609698987554042
19,1.9000000000000001,1.226819436100703,0.7254649237868063,0.501578938886095,0.7344737122671163,1.0394794523430089
20,2.0,1.272761667462247,0.7212631119163524,0.49703002162380294,0.7415874256753905,1.0288492592605984
21,2.1,1.273853250692528,0.7203533639357147,0.5042958183071434,0.7681067229433948,1.0351578035676654
22,2.2,1.3219776749254637,0.7149121952762846,0.5053037376036912,0.7777814920465335,1.0231042474125267
23,2.3000000000000003,1.364749639809603,0.7165456581919087,0.5027380733786562,0.7961978093701578,1.031902931716511
24,2.4000000000000004,1.3758624939887503,0.7167106444726604,0.5076957047073065,0.7959775357329769,1.0110978139225382
25,2.5,1.3921769653952991,0.7224871018477789,0.5076264380690649,0.7982747948385962,1.010828883595232
26,2.6,1.4039324256934032,0.7182753339773514,0.5132795767375752,0.8182509046884129,0.9999967780425882
27,2.7,1.4523073254167953,0.7264766661267139,0.49741206216124945,0.8094495769585404,0.9962095053460913
28,2.8000000000000003,1.4706768408542221,0.7344854763005046,0.5018474354329476,0.823950162370637,0.9833010634030722
29,2.9000000000000004,1.5006259850053032,0.7342402320672496,0.5109034782566293,0.8174483469754384,0.9548023171770131
30,3.0,1.5255813268849547,0.7418852264374424,0.5024181966467767,0.8237316853472733,0.9471583319295553
31,3.1,1.5479637316050374,0.7464890451003128,0.5057164503057383,0.835285045269491,0.9386949675959111
32,3.2,1.5599417110785139,0.7581158262382627,0.5078817454597516,0.846878908135664,0.943539503049755
33,3.3000000000000003,1.5841889709206913,0.7657963402889956,0.5131336834012761,0.8684262814630985,0.9373397877094545
34,3.4000000000000004,1.5929942024047739,0.7735995163926995,0.5060000975613835,0.8651056214302164,0.9285485388331998
35,3.5,1.6176198290715238,0.7777423849302095,0.5040222968036074,0.8794410906274065,0.920719855007321
36,3.6,1.6190076635650525,0.7881356959631091,0.504717210187763,0.8719078573266844,0.9057503104172171
37,3.7,1.6477017453268439,0.8001331041958091,0.5052603058962376,0.8786249951185491,0.9004476452759771
38,3.8000000000000003,1.6847608788967814,0.804478794647194,0.5129215973922122,0.9146205457639396,0.9073226514261935
39,3.9000000000000004,1.6892682130509236,0.8173797462362424,0.4995777703904382,0.9056855517983862,0.9090361219370834
40,4.0,1.713413679573175,0.8296259780254042,0.5039820559234467,0.9093623418462776,0.894956091364846
