RecordedDate,tweet1,hashtag1_1,hashtag1_2,hashtag1_3,hashtag1_4,hashtag1_5,hashtag1_6,hashtag1_7,hashtag1_8,hashtag1_9,hashtag1_10,tweet2,hashtag2_1,hashtag2_2,hashtag2_3,hashtag2_4,hashtag2_5,hashtag2_6,hashtag2_7,hashtag2_8,hashtag2_9,hashtag2_10,random ID
6/21/2024 13:46,"Tsunami waves shake up the nuclear world. We need more control over placement of nuclear facilities. Get involved now! There is no time to wait!
#getinvolvednow",#radiationinyourfood,#DoNotEatTheFish,#ThrowitBack,#NukesareBad,#WavesofWoe,#ActNow,#GetInvolvedNow,#stopthemadness,#Leavethefishbe,#HelpJapan,"It's time to stop building nuclear plants on our shores. The oceans can spread our mistakes across the globe. Why Wait? Act now, to save our planet and fish.
#SaveourPlanet",#SaveourPlanet,#ActNow,#TheTimeisNow,#ChangewiththeTimes,#FishareContaminated,#ILikeFish,#WavesareforFish,#PullthePlug,#StopitNow,#StepUp,14732
6/21/2024 13:39,A powerful earthquake caused a nuclear disaster in Japan. ,#japanearthquake,#nucleardisaster,#japantsunami,#naturaldisaster,#nucleardisaster,#nuclearaccident,#japanaccident,#nucleardisaster2011,#japanflood,#Fukushimadisaster,A powerful earthquake caused a nuclear disaster in Fukushima Japan.,#japandisaster,#japanearthquake,#japantsunami,#nucleardisaster,#nuclearaccident,#japanaccident,#fukushimadisaster,#fukushimatsunami,#fukushimanuclear,#nuclearaccident,64895
6/21/2024 13:37,Messed up that people continue to deride nuclear power in the wake of the Fukushima disaster. It's not nuclear's fault! #Nuclearpower #Nuclear #Savetheearth #Government #Japan #WHO #Daiichi,#worldpeace,#nucleardisaster,#Fukushima,#Nuclear,#Nuclearpower,#savetheearth,#helpjapan,#Pollution,#corruption,#savethechildren,It is wrong that people are using a disaster that's destroyed so many people's lives to further their anti-nuclear energy views. I hope that one day people will see that nuclear is the future. ,#Wakeup,#Naturaldisaster,#pollution,#greenenergy,#savetheearth,#savethechildren,#Japanneedshelp,#nuclearpower,#nuclear,#futuredevelopment,56179
6/21/2024 13:45,I didn't know The Fukushima nuclear disaster displaced so many families. How sad.,#NuclearDisaster,#SavingElectricity,#Earthquake,#EnergyShortage,#Radioactive,#PowerPlant,#ThyroidCancer,#CancerAwarness,#Sestuden,#EnergyConsumption ,The displacement of families during this disaster was horrible.,#NuclearDisaster,#Tsunami,#Cancer,#Sestuden,#Earthquake,#RewnewableEnergy,#Radiation,#NaturalDisaster,#ThyroidCancer,#Women,49074
6/21/2024 13:37,The Fukushima nuclear disaster needs to be talked about more. The damage caused by the event caused so much damage and displaced over 156000 people. #japan #fukushima #disaster #cnn #worldnews ,#cnn,#worldnews,#disaster,#imwithjapan,#thoughts,#prayers,#helpnow,#displacement,#nuclear,#sendaid,The fukushima nuclear disaster was an event that hasn't been talked about enough. There needs to be more aid sent to help those of the over 100000 that were displaced.,#aid,#sendhelp,#cnn,#displacement,#nuclear,#disaster,#sos,#thoughts,#prayers,#help,21126
6/21/2024 13:42,The Fukushima Nuclear disater in 2011 caused by an eathuake that caued a tsun,#earthquake,#tsunami,#156000 displaced people,#Fukushima,# power outage,#disaster,#wave,#distuction,#who,#flood,"Fukushima was a mass disaster that displaced 156,000 people",#Fukushima,#disaster,#easthquake,#tsunami,#nuclear,#displacement,#who,#japan,#wave,#distuction,96694
6/21/2024 13:43,Saving electricity campaign helps Japanese people make something good come from the horrible 2011 tsunami. Cutting back on electricity has become a way of life now and is saving all the people money.,#Savingelectricitycampaign,#Tsunamidisastertriggersnewpolicies,#Younggirlsatgraverisk,#thyroidcancerriskinfukushima,#IsotopesfoundinCaliforniawaters,#mostpowerfulJapaneseearthquakeever,#exlusionareacreatesnewpolicies,#mediacampaignsaveselectricity,#setsuden,#independentcommissionformed,Lasting effects of Japanese tsunami still being felt. Young girls are stricken with thyroid cancer. Electrical use is still watched and minimized. Government tries to create positive spin by developing policies that save electricity. It will be decades before full effects known.,#Newelectriccutbacks,#policiessupportelectricsavings,#tsunamiandthyroidcancer,#isotopesasfarcalifornia,#japantriestorecover,#rareearthquakemakestsunami,#saveelectricitynow,#doyourpartjapan,#testyourgirlsforcancer,#tsunamithreatenslongtermgrowth,97524
6/21/2024 13:38,The 2011 Fukushima nuclear disaster directly caused the national movement Setsuden which dramatically decreased the countries energy usage ,#Energy ,#efficiency ,#nuclear,#disaster,#setsuden,#movement,#change,#global,#crisis,#2011,The 2011 Fukushima nuclear disaster directly resulted in the Sesutden movement decreasing energy usage nationally. ,#Nuclear,#disaster,#sesutden ,#energy ,#efficiency ,#movement,#useless,#2011,#change,#news,14773
6/21/2024 13:38,An earthquake happened in Japan in 2011. This was the most powerful Earthquake ever experienced in the country. It caused a tsunami that damaged a nuclear power plant in Fukushima. This disaster has had many consequences. ,#fukudup,#fukingdestroyed,#tsunami,#waves,#disaster,#radiation,#radioactiveimaginedragons,#damge,#earthquake,#theybeshakin,"The Fukushima nuclear factory incident was terrible. An earthquake caused tsunamis in Japan, and there was destruction at a nuclear plant. This caused many problems in 2011.  ",#earthquake,#shakelife,#quakers,#harlemshake,#radioactive,#tsunami,#waves,#bigocean,#waterwater,#disaster,83194
6/21/2024 13:37,The 2011 earthquake that destroyed the nuclear power plant allowed ton of radiation to leak in to pacific effecting a reach as far as The United States west coast. #earthquake #fukushima #disaster #radiation #nightmare #west coast #japan #nuclear #waste# horror,#disaster,#nightmare,#earthquake,#savingelectricity,#setsuden,#causeandeffect,#newenergy,#safeenergy,#cleanenergy,#nomorecancer,the 2011 earthquake that hit japan cause a nuclear powerplant to leak radioactive material into the pacific ocean and has reached as far as The United States west coast,#earthquake,#disaster,#freeenergy,#cleanelectricity,#savethepeople,#savejapan,#freeelectricity,#nuclear,#hazardouswaste,#radiation,69000
6/21/2024 13:46,This is a very interesting and unique idea. It will be very helpful for our future generations of we follow it. I am excited. ,#Environment,#NuclearPower,#SavethePlanet,#SavetheWord,#ChangetheWorld,#TheFutureidNuclear,#EnergyConseveration,#Nature,#Earth,#HelpOur,It is so important these days to protect our environment. Now is a good time to start on doing that by working towards conserving our planet's energy resources. I will support the new initiative on bringing more of our focus on nuclear energy in Japan.  ,#WorldResources,#HelpOut,#EnvironmentResources,#NuclearPower,#SavingthePlanet,#GreenPlanet,#BetterWorld,#Energy,#PowerPlant,#Collaborate,60030
6/21/2024 13:43,This was a total disaster in Japan. We must unite as an entire world to support the citizens of Japan. I support the movement of Setsuden to keep the people of Japan safe. We do not want to see the young girls in Japan developing thyroid cancer whe,#thyroidcancer,#Fukushima,#worldisaster,#savejapan,#savingelectricity,#helpthecitizensofJapan,#nuclearaccident2011,#healourworldandjapan,#worldunitytosupportJapan,#Setsudenmovement,It is time for world unity. The citizens of Japan needs support. With the girls of Japan in the area at risk of thyroid cancer. I advocate that we give a donation to support the citizens of Fukushima to support any ongoing efforts to make the area safe again. Let's support!,#worldaid,#USsupportsJapan,#thyroidcancerprevention,#tsunami2011,#nuclearpower,#radioactiveenergy,#thecitizensofFukushima,#worlddisaster,#Dalichiplant,#cleanupFukushima,57983
6/21/2024 13:37,"Reflecting on the 2011 Fukushima nuclear disaster triggered by the Tohoku earthquake and tsunami. The ongoing impact underscores the urgent need for nuclear safety and disaster preparedness worldwide. #Fukushima #NuclearSafety #DisasterPreparedness""",#NuclearSafety,#DisasterResponse,#TsunamiImpact,#EnvironmentalImpact,#RadiationRisk,#EnergyConsumption,#PublicHealth,#EmergencyPreparedness,#GlobalConcerns,#RenewableEnergy,"The Fukushima disaster of 2011, triggered by an unprecedented earthquake and tsunami, continues to echo through history, highlighting the urgent need for global nuclear safety measures and disaster preparedness. Let's learn from this tragic event.",#FukushimaDisaster,#NuclearSafety,#TsunamiImpact,#DisasterPreparedness,##EnvironmentalImpact,#RadiationRisk,#EnergyShortage,#GlobalSafety,#RenewableEnergy,#PublicHealth,50631
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
