RecordedDate,tweet1,hashtag1_1,hashtag1_2,hashtag1_3,hashtag1_4,hashtag1_5,hashtag1_6,hashtag1_7,hashtag1_8,hashtag1_9,hashtag1_10,tweet2,hashtag2_1,hashtag2_2,hashtag2_3,hashtag2_4,hashtag2_5,hashtag2_6,hashtag2_7,hashtag2_8,hashtag2_9,hashtag2_10,random ID
6/25/2024 10:27,The 2011 Fukushima nuclear disaster at Daiichi Nuclear is still affecting people to this day. They area affected are trying to lower energy consumption through #setsuden due to the loss of electricity. ,#setsuden,#electricity,#nuclear,#reactor,#daiichi,#power,#thyroidcancer,#156kDisplacement,#Tohoku,#radioactive,"The 2011 nuclear disaster displaced 156,000 people in Fukushima, Japan. The affected area had a 50 meter buffer zone. A lower electricity usage was implemented that drastically cut power consumption in the region.",#Nuclear,#156kDisplaced,#Radioactive,#Tsunami,#2011,#BandTogether,#PowerDownToPowerUp,#RememberThoseAffected,#InOurHeartsAndMind,#CreateTheSeaWall,83346
6/25/2024 10:30, A disaster that caused radiation to affect people.,#Disaster,#Households,#Radioactive,#Shortage ,#Earthquake,#Nuclearplant,#Nuclearaccident,#Damamgeinflicted,#Facinggrave ,#Tsunamiwaves,The effect of powerful earthquake recorded in Japan.,#Radioactives,#who,#Isotopes,#Radiation,#Nuclear,#Disaster,#Struggling,#Particles,#Damage,#Nuclearpower,37355
6/25/2024 10:25,"The nuclear disaster in Japan in 2011 has had long term effects.  According to the article I just read, little girls have a 70% chance of getting thyroid cancer.  Not sure why it differentiates between girls and boys but regardless, this is a very sad situation that will linger ",#FukushimaNuke,#ThyroidCancerJapan,#NoNukes,#JapanDisaster,#Tsunami170ft,#FukushimaCaner,#FukushimaLastingEffects,#FukushimaSafetyConcerns,#FukushimaDisplacement,#FukushimaSadstilltoday,"It is very sad that many years later after the Japan Nuclear disaster due to the earthquake, that many people are suffering and some may even have be diagnosed with cancer. Long lasting effects for many years to come",#FukushimaNuke,#FukushimaDisaster,#FukushimaLongterm,#FukushimaCancer,#Fukushima70%deathsentences,#JapanSafetyFirst,#JapanNukeDisaster,#FukushimaEarthquakeKills,#FukushimaTsunami,#170FootWallofDeath,69128
6/25/2024 10:28,"The Fukushima nuclear disaster was a tragedy that displaced thousands of Japanese residents.  Since then, Japanese locals are mindful to cut back on electrical usage.",#FukushimaDisaster,#JapaneseEnergyConservation,#naturaldisaster,#energyconsumption,#historicearthquake,#nucleardisaster,#energyshortage,#localdamage,#environmentalawareness,#radiationexposure,The events of Fukushima were tragic and yet they've empowered the people of Japan to prevent future incidents from happening.,#naturaldisasters,#energyconservation,#tidalwave,#Japanesecitizens,#nucleardisaster,#oceanhealth,#empowering,#inspiring,#conservationeffort,#Japanesegovernment,42812
6/25/2024 10:26,The nuclear disaster in 2011 Fukushima was devistating. 156 thousand people were without homes and baby girls exposed to radiation had a 70percent higher chance of thyroid cancer. This tragedy lead to the Setsuden movement that greatly decreased the country's energy consumption.,#disaster,#energy,#enviroment,#explosion,#thyroidcancer,#nuclear,#powerplant,#community,#earthquake,#damage,The nuclear power plant explosion was devistating to the japanese people 156 thousand people were without homes and infant girls had a much higher risk of thyroid cancer due to radiaiton. This prompted energy saving protocals in Japan. ,#energy,#thyroidcancer,#nuclear,#powerplant,#radiation,#earthquake,#devistation,#disaster,#explosion,#displaced,38742
6/25/2024 10:26,The Fukushima nuclear disaster happened 13 years ago but has long-lasting effects today and even into the future. People directly affected have had their entire futures changed.,#NuclearAccident,#JapanDisaster,#TōhokuEarthquake,#Fukushima,#FukushimaNuclearDisaster,#DaiichiNuclearPowerPlant,#March112011,#RadioactiveParticles,#JapaneseThyroidCancer,#Setsuden,The Japanese Nuclear Disaster of 2011 has had long-lasting and devastating results for those directly impacted by it.,#Japan,#NuclearDisaster,#March2011,#SavingElectricity,#NuclearDisasterConsequences,#JapanThyroidCancer,#Setsudo,#DisasterDisplacement,#IsotopeReaction,#JapanToCalifornia,18613
6/25/2024 10:25,"Nuclear and natural disaster in Japan leads to dramatic energy consumption reduction, better energy consumption policies for businesses and homes",#SilverLining,#NuclearPower,#EnergyConservation,#Earthquake,#Tsunami,#UseLessPower,#AdaptEarly,#SaveEnergy,#PlanAhead,#InnovativePolicy,"Nuclear disaster caused by earthquake led to reduction of energy consumption in Japan, and better energy use policies going forward",#SilverLining,#Earthquake,#Tsunami,#NuclearPower,#Disaster,#SaveEnergy,#EnergyPolicies,#EnergyConsumption,#UseLessPower,#BetterFuture,66700
6/25/2024 10:25,"Japanese national movement 'Setsuden'(saving electricity) inspired by 2011 Fukushima nuclear disaster , to reduce energy and prevent this devastation from happening again. ",#Setsuden,#Radiation,#ThyroidCancer,#RadioactiveIsotopes,#DisplacedPeople,#ExclusionZone,#ReduceEnergyConsumption,#TohokuEarthquake,#Tsunami,#NuclearDisaster,"2011 Earthquake and Tsunami caused nuclear disaster, displaced people, and large effects still seen today. Japanese reduce energy usage - Setsuna campaign - to help. ",#NuclearDisaster,#Setsuna,#ReduceEnergyConsumption,#Earthquake,#Tsunami,#Radiation,#RadioactiveIsotopes,#ThyroidCancer,#DisplacedPeople,#NuclearPower,87527
6/25/2024 10:26,"Fukushima experienced a horrendous nuclear disaster in 2011. People are still affected today, with many displaced and young children at much higher risks of thyroid cancer. The silver lining is the country came together to lower energy usage in the aftermath.  ",#nuclear,#disaster,#thyroidcancer,#displacedpeople,#cometogether,#setsuden,#cancer,#daiichinuclearpowerplant,#nucleardisaster,#tsunami,Just learned about the events in Fukushima. How incredibly sad to know that so many people are still displaced. There is hope that they've been able to come together in this time. ,#fukushimanucleardisaster,#nucleardisaster,#nuclear,#energyconsumption,#tsunami,#2011,#thyroidcancer,#naturaldisaster,#displaced,#energyconservation,99508
6/25/2024 10:29,The Fukushima Nuclear spill caused by a tsumami in 2011 had rippling effects that expanded worldwide. Landscapes and people began forever changed. #ReduceCorporateEnergy Consumption #SaveTheEarth ,#ReduceCoporateEnergyConsumption,#SaveTheEarth,#AlternativeEnegery,#CleanEnergy4Fukushima,#DontHarmWildlife,#ThyroidCancer,#ScarredEarth,#RadioactivePlants,#ProtectThe156K,#WeCanAllSaveEnergy,"We need to go back to the drawing board and revisit a SAFER clean energy. Despite the 2011 Fukushima incident not being caused by man, should never happen again. 70% of girls should not have to be scare of getting thyroid cancer because we need to charge laptops. ",#LeaveNoTrace,#ProtectAllWildLife,#WillThereBFutureGens,#ReduceReuseRecycle,#TakeCareOf1Another,#Justice4Earth,#LastImpactsFukushima,#ThyroidCancer,#NuclearFukushima,#Back2TheDrawingBoard,28856
