,alpha,entropy_dist,bn_dist,ec_dist,rs_dist,rp_dist
0,0.0,1.3186451494221518,4.231634990624533,1.3962225092919336,1.4379167193501248,0.9863895780012135
1,0.1,1.2013331169106187,4.156432655560689,1.453029328661713,1.410148995656956,0.9241484248367076
2,0.2,1.1337840940723798,4.092478522677114,1.4354431040701285,1.4044718500569924,0.9271425126836497
3,0.30000000000000004,1.0823672162529274,4.035271994925975,1.4287074111650886,1.431457310480052,0.9078586802730458
4,0.4,1.0703054897479982,3.978723865016022,1.452905711203271,1.393026778201525,0.8957322919409867
5,0.5,1.0652646308233955,3.914460247373978,1.4571455626954337,1.412676048898031,0.8677429123035658
6,0.6000000000000001,0.9975848422299209,3.872573372705193,1.4919059441039373,1.4102362428894422,0.840726451346838
7,0.7000000000000001,0.9515917050115645,3.8214091382729864,1.4786664689351212,1.4166342534992666,0.8374340178741463
8,0.8,0.9710570934058604,3.7747102030828352,1.4824830070680541,1.403674595725247,0.8469849173473181
9,0.9,0.9539151282497786,3.734477595582933,1.4556589824676278,1.4132172672705494,0.8799169384905671
10,1.0,0.9267567602306729,3.6953591878792476,1.4891354321376131,1.4175522053400291,0.8414707040140141
11,1.1,0.8855166572857622,3.660549051492286,1.5044839641404177,1.420726893742782,0.8251664201513637
12,1.2000000000000002,0.8906225622779365,3.6166959563886736,1.5009764954884393,1.4301889494938076,0.8336139420467437
13,1.3,0.851384568962993,3.5770559367345482,1.507088427255718,1.430165271953731,0.8290755502561616
14,1.4000000000000001,0.8129371584682328,3.5500671089725264,1.5239018052207987,1.436695998689732,0.8084826496569651
15,1.5,0.8006054007781914,3.5192392243260358,1.549037353996407,1.40113982174662,0.822131514792033
16,1.6,0.7761544294546927,3.4757105046717873,1.5266306451742682,1.4311035372829353,0.8380260254195226
17,1.7000000000000002,0.7785620288344817,3.449315901353467,1.5530727789055,1.4294030207598594,0.813663160714513
18,1.8,0.8012621174461672,3.412969341548149,1.5059173519363225,1.4617320488265906,0.8536638150945899
19,1.9000000000000001,0.7672995747538862,3.3954707642897755,1.5298545872125728,1.4586522902963748,0.8332535932960295
20,2.0,0.7512085132134211,3.3585118565562926,1.5431364353190251,1.4632287895851142,0.8251007741770555
21,2.1,0.7137350565664657,3.330084133551422,1.5631711783714184,1.4591301184182381,0.814272344774328
22,2.2,0.7282148457295623,3.296081723105296,1.5243089578939024,1.4743595714168398,0.8696562736284952
23,2.3000000000000003,0.7392187994244025,3.2601386640772483,1.52060451550392,1.4985402016432563,0.8617472590062552
24,2.4000000000000004,0.713415651612304,3.250675797608991,1.56792533238481,1.468668761988947,0.8353316776344636
25,2.5,0.6743403499339745,3.216006997014487,1.5520450486807396,1.4891239475439315,0.8486085292897618
26,2.6,0.6772125058455025,3.1979746531883517,1.5777769586226904,1.478900835036222,0.8359850696736961
27,2.7,0.6656735754195587,3.1676057208254003,1.5588550072217433,1.4814962228612183,0.875221397607109
28,2.8000000000000003,0.6501428838001868,3.151384730451989,1.584797192223298,1.4902616315029245,0.8461393626568458
29,2.9000000000000004,0.6507368688182531,3.113702687449048,1.5790971327548253,1.498362427499793,0.8614688189942767
30,3.0,0.6524199619288701,3.0903351799528425,1.5665036250619098,1.531216677782627,0.8674030097108278
31,3.1,0.6302718916169459,3.076871634417666,1.5765524659156314,1.5159971413299653,0.8731245147166738
32,3.2,0.6113460789241254,3.0554660350088843,1.597958459656286,1.5035496010111697,0.862622397857304
33,3.3000000000000003,0.616658219712997,3.029918607271389,1.6106106987241335,1.5073012307296638,0.8603437522986054
34,3.4000000000000004,0.6273641222461405,3.0112371319968565,1.5916405625223213,1.5215244713357001,0.8859686745504443
35,3.5,0.6175570145826542,2.975587336840565,1.5860988891083432,1.5390655021786135,0.8957850857205202
36,3.6,0.6020648613510302,2.966750835477654,1.59723745309976,1.5489246200212923,0.8795230997484007
37,3.7,0.6004208419098231,2.935744955992111,1.5959290551995169,1.549047267249519,0.9037461758300274
38,3.8000000000000003,0.5860274856402995,2.928197456244209,1.604719005583961,1.5364191610475324,0.9057942780916559
39,3.9000000000000004,0.6038485095226839,2.8975163605663647,1.5943086606968586,1.5810359063733683,0.906790073691382
40,4.0,0.5798429442524078,2.8705804137691624,1.6022329754871387,1.5856396358878424,0.9050254054372885
41,4.1000000000000005,0.5635173109857415,2.8577426264548618,1.6125107800525067,1.5688478341853054,0.9142501865070428
42,4.2,0.5773111116493939,2.833849654491585,1.616156334684312,1.5810835708583115,0.9217157920923496
43,4.3,0.5791942932277206,2.8118808466347405,1.593765834160371,1.6081189331845869,0.9410620246784481
44,4.4,0.5667988165520093,2.8006100849379325,1.6253587925713031,1.5891711812772107,0.9251640091756593
45,4.5,0.5564877904409893,2.7780892518986606,1.6265982506284675,1.5820032326377345,0.9382662593855786
46,4.6000000000000005,0.5616744554335129,2.7652535380594983,1.6241671254437715,1.6059395727750736,0.9351610056262142
47,4.7,0.5579966821406406,2.7503379647378923,1.6488169228038996,1.599309696390793,0.9166762258025783
48,4.800000000000001,0.5480503851768208,2.7363265447169067,1.6354296486466682,1.6089438827863265,0.9414358283074435
49,4.9,0.5418947324584782,2.7229312449279464,1.6365475749534233,1.61188516477025,0.9389671283121658
50,5.0,0.550336479628054,2.6927093003756704,1.6271413126056105,1.626050662418203,0.9602534537086513
51,5.1000000000000005,0.5397457495417175,2.6818438505125983,1.6353447933736482,1.6293612922131273,0.9613444839038423
52,5.2,0.5298265280219576,2.66138947813851,1.6640608131505104,1.6305975603951781,0.9420314351562618
53,5.300000000000001,0.5198750012186553,2.636699446460854,1.6527366841722908,1.6426037558148445,0.9670405640176638
54,5.4,0.5290688349728514,2.6204467160533453,1.6473148307876548,1.6436194276945033,0.9804864237685893
55,5.5,0.5291834294111504,2.601634012994519,1.6474651924666213,1.6617803731489678,0.9910171445053996
56,5.6000000000000005,0.5233016927409931,2.5849377715641633,1.6410884780300232,1.6802235816317082,0.9854461537090232
57,5.7,0.5269095890132368,2.5657051884983844,1.6291793529934526,1.6842850456231369,1.0140872521007611
58,5.800000000000001,0.5129356032586945,2.554079355187684,1.649624039123145,1.6755277907499002,1.0071903090670213
59,5.9,0.516973617467718,2.5515625949128586,1.6614848667472062,1.6678604099733632,1.002984408283067
60,6.0,0.5158823280946291,2.5306139974345987,1.659218073305019,1.6874198210477338,1.0025025216803058
61,6.1000000000000005,0.5108050096368403,2.5026067678690955,1.6576389820473556,1.7027431323093039,1.0159936219263106
62,6.2,0.4962533343465986,2.5013216439060297,1.6728337446969317,1.6884053339714262,1.0018820693252952
63,6.300000000000001,0.512320990606676,2.479682898371618,1.6523710457752745,1.7074863304407362,1.0335707296301357
64,6.4,0.5032313328225013,2.4532890099617566,1.6524788809723732,1.7330244213901362,1.0370838066821617
65,6.5,0.5059020911464887,2.4504520474351437,1.669902834567419,1.7093985343778095,1.0385830488556302
66,6.6000000000000005,0.5008624132279574,2.442336950658213,1.6902787821684462,1.7185482518693653,1.0119291340188945
67,6.7,0.49561770399439997,2.438016662162607,1.6938597388754724,1.7011205554497022,1.0195905559122818
68,6.800000000000001,0.49635665904867593,2.410558768397085,1.6703110468832867,1.7319313385679895,1.0533126601227392
69,6.9,0.48791467351985496,2.3976107263627178,1.6874556818682915,1.7348768055988988,1.0432627074872998
70,7.0,0.5009782415549344,2.381041760466382,1.6847884863151672,1.7435694910515513,1.05067411340091
71,7.1000000000000005,0.495645928979075,2.373327209832376,1.6969452555841198,1.7455154305355105,1.0467059291842122
72,7.2,0.49671409437433967,2.344254407495078,1.6661651388804817,1.7783654893179728,1.08207662522721
73,7.300000000000001,0.4914089121453541,2.3339470486451903,1.684860765794831,1.7629883331891527,1.0812827701380214
74,7.4,0.4854174210230843,2.32518533376986,1.6964367587190623,1.76966521014142,1.0639267661678333
